Reference,Title,Country
US5940542,ENCODING AND DECODING APPARATUS AND METHOD FOR ANALOG AND DIGITAL SIGNALS,US
US5940595,ELECTRONIC NETWORK NAVIGATION DEVICE AND METHOD FOR LINKING TO AN ELECTRONIC ADDRESS THEREWITH,US
US5940641,EXTENDING PANORAMIC IMAGES,US
US5940807,AUTOMATED AND INDEPENDENTLY ACCESSIBLE INVENTORY INFORMATION EXCHANGE SYSTEM,US
US5941708,METHOD FOR SIMULATING TEMPORAL ASPECTS OF AREA WEAPONS,US
US5941963,SYSTEM AND METHOD FOR INTERCONNECTION OF COMPUTER PERIPHERALS VIA MULTIPLE INTERFACES,US
US5941965,UNIVERSAL DOCKING STATION,US
US5941997,Current-based contention detection and handling system,US
US5942335,INK JET RECORDING SHEET,US
US5942746,MULTI-LENSES OPTICAL DEVICE,US
US5942886,Power device with a short-circuit detector,US
US5942977,RADIO TRANSPONDER,US
US5943030,Display panel driving circuit,US
US5943091,Camera with a very fast non-smear tube,US
US5943100,Circuit arrangement for frequency conversion of a color signal,US
US5943216,"APPARATUS FOR PROVIDING A TWO-SIDED, CAVITY, INVERTED-MOUNTED COMPONENT CIRCUIT BOARD
",US
US5943252,CONTENT ADDRESSABLE MEMORY,US
US5943382,DUAL-LOOP SPREAD-SPECTRUM CLOCK GENERATOR WITH MASTER PLL AND SLAVE VOLTAGE-MODULATION-LOCKED LOOP,US
US5943409,METHOD AND SYSTEM FOR PROVIDING AUTOMATIC RECALL INFORMATION IN A TELECOMMUNICATIONS NETWORK,US
US5943451,IMAGE SCANNER WITH AUTOMATIC MOVING FUNCTION AND AUTOMATIC SHEET FEEDING FUNCTION,US
US5943480,Method and system for detecting camouflaged congestion on a network resource,US
US5945254,FABRICATION PROCESS FOR MULTICHIP MODULES USING LOW TEMPERATURE BAKE AND CURE ,US
US5945470,CERAMIC-POLYMER COMPOSITE MATERIAL AND ITS USE IN MICROELECTRONICS PACKAGING,US
US5945800,APPARATUS AND METHOD FOR CONTROLLING A STEPPING MOTOR,US
US5945950,STACKED MICROSTRIP ANTENNA FOR WIRELESS COMMUNICATION,US
US5945974,Display controller with integrated half frame buffer and systems and methods using the same,US
US5946031,ELECTRONIC STILL CAMERA WITH PRINTING CAPABILITY,US
US5946053,Image Encoder And Subcarrier Signal Generator,US
US5946293,Memory efficient channel decoding circuitry,US
US5946304,METHOD AND APPARATUS FOR CONTROLLING THE OPERATION OF A MODEM CAPABLE OF TRANSMITTING AND RECEIVING BOTH VOICE AND DATA SIGNALS,US
US5946424,Method for reconstructing a shape and an apparatus for reconstructing a shape,US
US5946582,Method of making an InP-based heterojunction bipolar transistor with reduced base-collector capacita,US
US5947144,Diaphragm actuated absolute pressure regulator,US
US5948078,Assigned device numbers to units connected to a bus,US
US5949177,LINEAR PIEZOELECTRIC MOTOR EMPLOYING INTERNAL FEEDBACK,US
US5949305,SAW filter encapsulated in a ceramic package with capacitance incorporated therein,US
US5949419,WEB BROWSER DETECTION AND DEFAULT HOME PAGE MODIFICATION DEVICE ,US
US5949745,Apparatus And Method For Recording/Reproducing An Optical Information On/from A Recording Medium Having A Wobbled Groove,US
US5949780,INTEGRATION OF INTELLIGENCE WITH COMMUNICATIONS IN A SWITCHING NODE.,US
US5949832,Digital receiver with tunable analog filter and method therefor,US
US5949870,SYSTEM AND METHOD  FOR PROVIDING LOCAL NUMBER PORTABILITY SERVICE,US
US5949872,SS7 access architecture,US
US5949995,PROGRAMMABLE BRANCH PREDICTION SYSTEM AND METHOD FOR INSERTING PREDICTION OPERATION WHICH IS INDEPENDENT OF EXECUTION OF PROGRAM CODE,US
US5950015,Method and system for reading data for a number of users,US
US5950133,Adaptive communication network,US
US5950210,DATABASE ROW VERSION DIFFERENTIATION PROCESS ,US
US5950219,Memory banks with pipelining of address words during precharge,US
US5950712,METHOD AND APPARATUS FOR COOLING AND WARMING POLE-MOUNTED ELECTRONICS,US
US5951349,Backlit button/switchpad assembly,US
US5951813,Top of die chip-on-board encapsulation,US
US5952599,Interactive music generation system making use of global feature control by non-musicians,US
US5952669,METHOD OF ALIGNMENT FOR CCD AND THE APPARATUS OF THE SAME,US
US5952675,Thin film transistor element array,US
US5952789,ACTIVE MATRIX ORGANIC LIGHT EMITTING DIODE (AMOLED) DISPLAY PIXEL STRUCTURE AND DATA LOAD/ILLUMINATE CIRCUIT THEREFOR,US
US5952972,BROADBAND NONHOMOGENEOUS MULTI-SEGMENTED DIELECTRIC RESONATOR ANTENNA SYSTEM,US
US5953169,ROTARY DRUM TYPE OPTICAL FILTER APPARATUS,US
US5953210,REWORKABLE CIRCUIT BOARD ASSEMBLY INCLUDING A REWORKABLE FLIP CHIP ,US
US5953215,Apparatus and method for improving computer memory speed and capacity,US
US5953244,SEMICONDUCTOR MEMORY DEVICE CAPABLE OF PAGE MODE OR SERIAL ACCESS MODE,US
US5953254,SERIAL FLASH MEMORY,US
US5953255,"Low voltage, low current hot-hole injection erase and hot-electron programmable flash memory with enhanced endurance",US
US5953305,Method For Detecting Mirror Signal And The Same Circuit,US
US5953311,Timing synchronization in a receiver employing orthogonal frequency division multiplexing,US
US5953402,METHOD AND SYSTEM FOR ASSIGNING A COMMUNICATION TO A NETWORK OF A SERVICE PROVIDER,US
US5953588,Stackable layers containing encapsulated IC chips,US
US5953637,TIME SLOT RECOVERY FOR REMOTE IN-BAND TRANSLATOR IN TIME DIVISION MULTIPLE ACCESS WIRELESS SYSTEM ,US
US5953639,MULTI-BEAM ENCODING SYSTEM FOR TWO-WAY PAGING,US
US5953645,SAMPLING PHASE DETECTOR AND MULTIPLE FREQUENCY BAND TERMINATION CIRCUIT AND METHOD,US
US5953667,LOCATION UPDATING IN A CELLULAR RADIO NETWORK,US
US5953668,RADIO CHANNEL MANAGEMENT FUNCTIONALITY DISTRIBUTION IN WIRELESS COMMUNICATION SYSTEM ,US
US5953686,Video camera based computer input system with interchangeable physical interface,US
US5953738,DRAM WITH INTEGRAL SRAM AND ARITHMETIC-LOGIC UNITS,US
US5953741,Stack cache for stack-based processor and method thereof,US
US5954327,PAPER-FEEDING APPARATUS,US
US5954640,NUTRITIONAL OPTIMIZATION METHOD,US
US5955211,Magnetoresistive film,US
US5955668,Multi-element micro gyro,US
US5955992,FREQUENCY-SHIFTED FEEDBACK CAVITY USED AS A PHASED ARRAY ANTENNA CONTROLLER AND CARRIER INTERFERENCE MULTIPLE ACCESS SPREAD-SPECTRUM TRANSMITTER,US
US5956003,FLAT PANEL DISPLAY WITH ARRAY OF MICROMACHINED INCANDESCENT LAMPS ,US
US5956083,CAMERA AND METHOD FOR CAPTURING MOTION SEQUENCES USEFUL FOR INTEGRAL IMAGE ELEMENT FORMATION,US
US5956085,APPARATUS FOR INCREASING THE SAMPLE FREQUENCY OF SCANNING,US
US5956090,TELEVISION STANDARDS CONVERTER WITH TIME-CODE CONVERSION FUNCTION,US
US5956400,PARTITIONED INFORMATION STORAGE SYSTEMS WITH CONTROLLED RETRIEVAL,US
US5956436,METHOD FOR DYNAMICALLY SCANNING AN IMAGE,US
US5956536,CAMERA OPTICAL ACCESSORIES THEREFOR AND METHOD OF USE,US
US5956621,METHOD AND APPARATUS FOR ADAPTING OMNIDIRECTIONAL SYNCHRONOUS WIRELESS COMMUNICATIONS PROTOCOL TO SECTORIAL ENVIRONMENTS,US
US5958061,Host microprocessor with apparatus for temporarily holding target processor state,US
US5958525,DEVICE AND KIT,US
US5959214,Strain gauge with steel substrate,US
US5959318,Solid State Image Pickup Device With Polygates,US
US5959345,Edge termination for zener-clamped power device,US
US5959512,Electronically tuned voltage controlled evanescent mode waveguide filter,US
US5959614,POINTING CONTROL SYSTEM FOR CONTROLLING ROTATIONS OF AN OBJECT WITHIN A THREE DIMENSIONAL VIEW,US
US5959745,A TRANSMISSION MECHANISM FOR AN IMAGE INFORMATION READING APPARATUS,US
US5959839,APPARATUS FOR HEAT REMOVAL USING A FLEXIBLE BACKPLANE,US
US5959953,METHODS AND APPARATUS FOR PERFORMING CROSS-TALK CORRECTION IN A MULTI-TRACK OPTICAL DISK READER BASED ON MAGNIFICATION ERROR,US
US5960067,APPARATUS AND METHOD FOR PARALLEL TRANSMISSION OF DATA OVER A TELEPHONE LINE,US
US5960111,Method and apparatus for segmenting images prior to coding,US
US5960178,QUEUE SYSTEM AND METHOD FOR POINT-TO-POINT MESSAGE PASSING HAVING A SEPARATE TABLE FOR STORING MESSAGE STATE AND IDENTIFIER OF PROCESSOR ASSIGNED TO PROCESS THE MESSAGE,US
US5960285,Flash EEPROM device,US
US5960392,METHOD AND ARRANGMENT FOR ADAPTATION OF DATA MODELS,US
US5961262,Cargo securing arrangement in a motor vehicle cargo space,US
US5961582,DISTRIBUTED AND PORTABLE EXECUTION ENVIRONMENT,US
US5962151,Method for controlling solderability of a conductor and conductor formed thereby,US
US5962890,NON-VOLATILE SEMICONDUCTOR MEMORY,US
US5963113,SAW ladder filter with inter-stage matching SAW resonator,US
US5963213,METHOD AND SYSTEM FOR ACCELERATING WARPING,US
US5963214,Method of combining two digital images,US
US5963253,LIGHT SENSOR AND THRESHOLDING METHOD FOR MINIMIZING TRANSMISSION OF REDUNDANT DATA,US
US5963415,ELECTROSTATIC DISCHARGE PROTECTION DEVICE,US
US5963468,LOW LATENCY MEMORIES AND SYSTEMS USING THE SAME,US
US5963481,"EMBEDDED ENHANCED DRAM, AND ASSOCIATED METHOD",US
US5963497,DYNAMIC RANDOM ACCESS MEMORY SYSTEM WITH SIMULTANEOUS ACCESS AND REFRESH OPERATIONS AND METHODS FOR USING THE SAME,US
US5963557,High capacity reservation multiple access network with multiple shared unidirectional paths,US
US5963584,"DIRECT SEQUENCE SPREAD SPECTRUM TRANSMISSION PROCESS, WITH GENERATION AND OPTIMIZATION OF SEQUENCES",US
US5963599,Truncated maximum likelihood sequence estimator,US
US5963658,METHOD AND APPARATUS FOR DETECTING AN ABNORMALITY WITHIN A HOST MEDIUM,US
US5963859,WIRELESS COMMUNICATION DEVICE WITH REPLACEABLE BATTERY AND PREPAID CALLING TIME,US
US5963951,Computerized on-line dating service for searching and matching people,US
US5965241,ELECTROLUMINESCENT DEVICES AND PROCESSES USING POLYTHIOPHENES,US
US5965859,Automated system and method for associating identification data with images,US
US5965882,Miniaturized ion mobility spectrometer sensor cell,US
US5966114,DATA PROCESSOR HAVING GRAPHICAL USER INTERFACE AND RECORDING MEDIUM THEREFOR,US
US5966126,GRAPHIC USER INTERFACE FOR DATABASE SYSTEM,US
US5966604,Method of manufacturing MOS components having lightly doped drain structures,US
US5967799,Structure of printed circuit boards coupled through stacking connectors,US
US5968120,METHOD AND SYSTEM FOR PROVIDING ON-LINE INTERACTIVE DISPLAY OF DIGITAL IMAGE STORED AS TILES AT PLURALITY OF RESOLUTIONS OVER A SERVER-CLIENT NETWORK,US
US5969245,SCANNER CASING,US
US5969324,ACCOUNTING METHODS AND SYSTEMS USING TRANSACTION INFORMATION ASSOCIATED WITH A NONPREDICTABLE BAR CODE,US
US5969382,EPROM IN HIGH DENSITY CMOS HAVING ADDED SUBSTRATE DIFFUSION,US
US5969559,METHOD AND APPARATUS FOR USING A POWER,US
US5969760,ELECTRONIC STILL CAMERA HAVING MECHANICALLY ADJUSTABLE CCD TO EFFECT FOCUS,US
US5969845,DEVICE AND METHOD FOR DETERMINING RESOLUTION OF A MULTIPLE RESOLUTION SCANNER,US
US5970110,"PRECISE, LOW-JITTER FRACTIONAL DIVIDER USING COUNTER OF ROTATING CLOCK PHASES",US
US5970127,Caller identification system for wireless phone jacks and wireless modem jacks,US
US5970262,SPRING-FREE TYPE FOCUSING AND DEFOCUSING MECHANISM FOR A DIGITAL CAMERA,US
US5970406,TRANSLATOR FOR TIME DIVISION MULTIPLE ACCESS WIRELESS SYSTEM HAVING SELECTIVE DIVERSITY CIRCUITS ,US
US5971278,METHOD OF ALIGNMENT FOR MULTI-CCD AND THE APPARATUS OF THE SAME,US
US5972231,IMBEDDED PCB AC COUPLING CAPACITORS FOR HIGH DATA RATE SIGNAL TRANSFER,US
US5972764,Method for manufacturing MOS transistor,US
US5973573,VCO circuit having low gain variation over different processes and operating temperatures and having low power supply noise sensitivity,US
US5973668,Pointing device,US
US5973700,METHOD AND APPARATUS FOR OPTIMIZING THE RESOLUTION OF IMAGES WHICH HAVE AN APPARENT DEPTH,US
US5974131,CALL FORWARDING ON BUSY OR NO ANSWER WHEN CALL WAITING IS ACTIVE,US
US5974252,SYSTEM AND METHOD FOR IMPLEMENTING PROGRAMMABLE TRANSACTION CAPABILITIES APPLICATION PART COMMUNICATION PROTOCOL,US
US5974301,FREQUENCY CANCELLING SYSTEM AND METHOD,US
US5974449,APPARATUS AND METHOD FOR PROVIDING MULTIMEDIA MESSAGING BETWEEN DISPARATE MESSAGING PLATFORMS,US
US5974808,Cooling apparatus employing a pressure actuated Joule-Thomson cryostat flow controller,US
US5975913,MULTILAYER INTERCONNECTION BOARD AND CONNECTION PIN ,US
US5976908,Method Of Fabricating Solid-State Image Sensor,US
US5976928,Chemical mechanical polishing of FeRAM capacitors,US
US5977824,Circuit feedback loop with monitored loop gain,US
US5977911,Reactive combiner for active array radar system,US
US5977968,Graphical user interface to communicate attitude or emotion to a computer program,US
US5978256,Non-volatile memory device using AFM and method for operating the device,US
US5978293,Circuitry and methods for dynamically sensing of data in a static random access memory cell,US
US5978662,Circuit arrangement comprising a Cartesian amplifier,US
US5978799,"SEARCH ENGINE INCLUDING QUERY DATABASE, USER PROFILE DATABASE, INFORMATION TEMPLATES AND EMAIL FACILITY",US
US5978837,INTELLIGENT PAGER FOR REMOTELY MANAGING E-MAIL MESSAGES,US
US5978861,DEVICE AND METHOD FOR CONTINUOUSLY POLLING FOR COMMUNICATION BUS TYPE AND TERMINATION,US
US5979016,COVER HINGE STRUCTURE,US
US5981325,Method for Manufacturing CMOS,US
US5981349,Method of forming semiconducting planar junction termination with high breakdown voltage and low parasitic capacitance,US
US5982004,POLYSILICON DEVICES AND A METHOD FOR FABRICATION THEREOF,US
US5982009,Integrated device of cantilever and light source,US
US5982081,FIELD EMISSION DISPLAY HAVING ELONGATE EMITTER STRUCTURES,US
US5982230,Amplifier circuit,US
US5982338,Rectangular coaxial line to microstrip line matching transition and antenna subarray including the same,US
US5982397,Video Graphics Controller Having Locked And Unlocked Modes Of Operation,US
US5982428,PROGRAMMABLE CLOCK GENERATOR FOR AN IMAGING DEVICE,US
US5982529,APPARATUS FOR REDUCING LINEAR ARTIFACTS IN AN OPTICALLY-PRINTED IMAGE,US
US5982619,HOUSING FOR DIVERSE COOLING CONFIGURATION PRINTED CIRCUIT CARDS,US
US5982696,Memories with programmable address decoding and systems and methods using the same,US
US5982887,Encrypted Program Executing Apparatus,US
US5982954,OPTICAL FIELD PROPAGATION BETWEEN TILTED OR OFFSET PLANES,US
US5983109,METHOD AND APPARATUS FOR USING ADVANCED PORITIONING SYSTEMS IN CELLULAR COMMUNICATIONS NETWORKS,US
US5983200,INTELLIGENT AGENT FOR EXECUTING DELEGATED TASKS ,US
US5983220,"Supporting intuitive decision in complex multi-attributive domains using fuzzy, hierarchical expert models",US
US5983229,Extension persistence mechanism for a digital image format,US
US5984784,GAME APPARATUS WITH FAST-ACCESS KEYS,US
US5986254,MULTI-LENSES OPTICAL DEVICE,US
US5986651,"METHOD, SYSTEM, AND ARTICLE OF MANUFACTURE FOR PRODUCING A NETWORK NAVIGATION DEVICE",US
US5986671,Method of combining two digitally generated images,US
US5986771,METHOD FOR COMPUTING A CONTROL SIGNAL FOR COMBINING DIGITAL IMAGES,US
US5986808,Surface-plasmon-wave-coupled tunable filter,US
US5986857,"Thin film magnetic head including adhesion enhancing interlayers, and upper and lower gap insulative layers having different hydrogen contents and internal stress states",US
US5986990,Device For Detecting Digital Bit In Optical Disc Reproducing Apparatus,US
US5987007,MANIPULATION OF HEADER FIELD IN ATM CELL,US
US5987008,ATM SWITCH,US
US5987089,Programmable divider with controlled duty cycle,US
US5987155,BIOMETRIC INPUT DEVICE WITH PERIPHERAL PORT,US
US5987179,METHOD AND APPARATUS FOR ENCODING HIGH-FIDELITY STILL IMAGES IN MPEG BITSTREAMS,US
US5987256,SYSTEM AND PROCESS FOR OBJECT RENDERING ON THIN CLIENT PLATFORMS,US
US5987457,QUERY REFINEMENT METHOD FOR SEARCHING DOCUMENTS,US
US5987464,METHOD AND SYSTEM FOR PERIODICALLY UPDATING DATA RECORDS HAVING AN EXPIRY TIME,US
US5987610,COMPUTER VIRUS SCREENING METHODS AND SYSTEMS,US
US5987627,METHOD AND APPARATUS FOR HIGH-SPEED MASS STORGE ACCESS IN A COMPUTER SYSTEM ,US
US5988627,PAPER-FEEDING APPARATUS,US
US5988779,DOCUMENT TRAY OF OPTICAL SCANNER,US
US5989073,PANEL FEEDTHROUGH TERMINAL BLOCK ASSEMBLY ,US
US5990498,LIGHT-EMITTING DIODE HAVING UNIFORM IRRADIANCE DISTRIBUTION,US
US5990687,MEASURING SHIELD BREAKS IN COAXIAL CABLE BY A SHEATH TEST CURRENT,US
US5990885,"PERSONALIZED SERVICES, INCLUDING A PERSONAL PRESENCE, FOR CUSTOMERS BASED UPON COLLECTED PERSONAL PREFERENCES",US
US5991054,WINDOW MANAGEMENT OF A SCANNING MACHINE,US
US5991191,METHODS AND CIRCUITS FOR SINGLE-MEMORY CELL MULTIVALUE DATA STORAGE,US
US5991209,Split sense amplifier and staging buffer for wide memory architecture,US
US5991431,MOUSE ADAPTED TO SCAN BIOMETRIC DATA,US
US5991601,PERSONAL INTERCOMMUNICATION PURCHASE AND FULFILLMENT SYSTEM,US
US5991609,Low cost digital automatic alignment method and apparatus,US
US5991639,System for transferring a call and a mobile station,US
US5991748,METHODS AND APPARATUS FOR REGENERATING A PREPAID TRANSACTION ACCOUNT,US
US5991750,System and method for pre-authorization of individual account transactions,US
US5991751,"SYSTEM, METHOD AND COMPUTER PROGRAM PRODUCT FOR PATENT-CENTRIC AND GROUP-ORIENTED DATA PROCESSING",US
US5991851,ENHANCED SIGNAL PROCESSING RANDOM ACCESS MEMORY DEVICE UTILIZING A DRAM MEMORY ARRAY INTEGRATED WITH AN ASSOCIATED SRAM CACHE AND INTERNAL REFRESH CONTROL,US
US5995172,Tablet integrated liquid crystal display apparatus with less parallax,US
US5995174,Liquid crystal display apparatus with source/drain electrodes and pixel electrode formed by the same material,US
US5995231,METHOD FOR CALIBRATING A LIGHT TRAVELING DISTANCE IN A SCANNING MODULE,US
US5995257,Add/drop multiplexer for multiwavelength pulse oriented optical communications systems,US
US5995384,Functional on/off switch for switched-mode power supply circuit with burst mode operation,US
US5995401,LARGE-CAPACITY CONTENT ADDRESSABLE MEMORY,US
US5995409,ELECTRICALLY-PROGRAMMABLE READ-ONLY MEMORY FABRICATED USING A DYNAMIC RANDOM ACCESS MEMORY FABRICATION PROCESS AND METHODS FOR PROGRAMMING SAME,US
US5995556,FRONT END FOR GPS RECEIVERS,US
US5995611,Methods And Apparatus For Managing An In-Band Data Transmission Via A Communications Link Shared By Multiple Terminals,US
US5995630,BIOMETRIC INPUT WITH ENCRYPTION,US
US5995684,USING CLASPS TO FIX A TRANSPARENT GLASS IN A HOUSING OF A FLATBED SCANNER,US
US5995753,SYSTEM AND METHOD OF CONSTRUCTING DYNAMIC OBJECTS FOR AN APPLICATION PROGRAM,US
US5995763,Remote microphone and range-finding configurations,US
US5995770,SYSTEM AND METHOD OF DELIVERING A SCENT TO A PHOTOGRAPHIC PRINT,US
US5995939,AUTOMATED NETWORKED SERVICE REQUEST AND FULFILLMENT SYSTEM AND METHOD,US
US5995961,Information manifold for query processing,US
US5996080,"Safe, virtual trigger for a portable data capture terminal",US
US5996091,CPLD serial programming with extra read register,US
