patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US7021530	SYSTEM AND METHOD FOR MANAGING AND PROCESSING STORED-VALUE CARDS AND BILL PAYMENT THEREFROM 	Payment Data Systems Inc	2005-02-24	2006-04-04	2006-04-04
US7021532	Transaction authorization system and method	American Express Travel Related Services Co Inc	2004-06-02	2006-04-04	2006-04-04
US7023435	Object surface representation and related methods and systems	California Institute of Technology 	2001-04-11	2006-04-04	2006-04-04
US7023466	Three-dimensional display systems	Actuality Systems Inc	2001-11-02	2006-04-04	2006-04-04
US7023820	Method and apparatus for communicating data in a GPRS network based on a plurality of traffic classes	Nokia Inc	2000-12-28	2006-04-04	2006-04-04
US7023833	Baseband wireless network for isochronous communication	Pulse-LINK Inc	1999-09-10	2006-04-04	2006-04-04
US7023877	SMALL FORM FACTOR DIGITAL VOICE MULTIPLEXER WITH MULTIPLE DSL OUTPUTS	Godigital Networks Corp	2001-11-15	2006-04-04	2006-04-04
US7023911	METHOD AND APPARATUS FOR ALTERING A ROUND TRIP DELAY MEASUREMENT IN A TELECOMMUNICATION SYSTEM TO ACCURATELY POSITION AN ECHO CANCELLER	Godigital Networks Corp	2001-03-16	2006-04-04	2006-04-04
US7023978	TELEPHONE VOICE MESSAGING SYSTEM AND METHOD USING OFF-HOOK IMMEDIATE TRIGGER	AT&T Delaware Intellectual Property Inc	2004-04-06	2006-04-04	2006-04-04
US7024016	Digital watermarking apparatus and methods	Digimarc Corp	2001-04-24	2006-04-04	2006-04-04
US7024051	Customizing a digital imaging device using preferred images	Eastman Kodak Co	2000-12-08	2006-04-04	2006-04-04
US7024054	METHOD AND SYSTEM FOR GENERATING A FOREGROUND MASK FOR A COMPOSITE IMAGE	Eastman Kodak Co	2002-09-27	2006-04-04	2006-04-04
US7024358	Recovering an erased voice frame with time warping	Mindspeed Technologies Inc	2004-03-11	2006-04-04	2006-04-04
US7024465	METHOD FOR QUEUED OVERLAP TRANSFER OF FILES	Rose Blush Software LLC	2000-10-18	2006-04-04	2006-04-04
US7024569	Method and apparatus for supplying auxiliary power to a bus coupled peripheral	Cypress Semiconductor Corp (Belgium) BVBA	2002-09-24	2006-04-04	2006-04-04
US7024654	System and method for configuring analog elements in a configurable hardware device	Anadigm Inc	2002-06-11	2006-04-04	2006-04-04
US7024683	System and method for adaptively interfacing different POD modules to a navigation device	IP Co LLC	2000-11-01	2006-04-04	2006-04-04
US7026176	Mold Making Method for Wafer Scale Caps	Silverbrook Research Pty Ltd	2003-12-08	2006-04-11	2006-04-11
US7026480	ORGANOMETALLIC LIGHT-EMITTING MATERIAL	University of Hong Kong (HKU)	2002-03-08	2006-04-11	2006-04-11
US7026714	COPPER INTERCONNECT SYSTEMS WHICH USE CONDUCTIVE, METAL-BASED CAP LAYERS	Cunningham James A	2004-03-18	2006-04-11	2006-04-11
US7026787	Method and device for determining the starting capability of a vehicle	Daimler AG	2002-03-05	2006-04-11	2006-04-11
US7026871	ADAPTIVE PREDISTORTION FOR A TRANSMIT SYSTEM	IceFyre Semiconductor Inc	2003-08-13	2006-04-11	2006-04-11
US7026872	ADAPTIVE PREDISTORTION FOR A TRANSMIT SYSTEM WITH GAIN, PHASE AND DELAY ADJUSTMENTS	IceFyre Semiconductor Inc	2003-08-13	2006-04-11	2006-04-11
US7026876	High linearity smart HBT power amplifiers for CDMA/WCDMA application	Dynalinear Tech Inc	2004-02-18	2006-04-11	2006-04-11
US7027061	Raster engine with multiple color depth digital display interface	Rockwell Automation Technologies Inc	2000-09-28	2006-04-11	2006-04-11
US7027121	Method for manufacturing liquid crystal display device having the first substrate and support substrate pressed against each other under vacuum condition without use of an adhesive	NEC LCD Technologies Ltd	2003-07-15	2006-04-11	2006-04-11
US7027172	A COLOR DIGITAL PRINTER HAVING A GRAPHICAL USER INTERFACE FOR DISPLAYING AND SELECTING IMAGES FOR LOCAL AND REMOTE PRINTING	Eastman Kodak Co	2000-08-15	2006-04-11	2006-04-11
US7027403	METHOD AND SYSTEM FOR MINIMIZING ERROR IN BANDWIDTH ALLOCATION WITH AN OPTIMAL NUMBER OF RENEGOTIATIONS	Mitsubishi Electric Research Laboratories Inc	2001-05-22	2006-04-11	2006-04-11
US7027433	Routing A Call Between Different Types Of Networks	Nokia Oy AB	2001-06-20	2006-04-11	2006-04-11
US7027465	A Method for contention free traffic detection	Nokia Oy AB	2002-06-11	2006-04-11	2006-04-11
US7027483	Ultra-wideband communication through local power lines	Pulse-LINK Inc	2003-06-06	2006-04-11	2006-04-11
US7027544	Data clocked recovery circuit	Koninklijke Philips NV	2001-03-05	2006-04-11	2006-04-11
US7027574	Network planning traffic measurement program	Verizon Services Corp	2001-02-15	2006-04-11	2006-04-11
US7027612	Marking physical objects and related systems and methods	Digimarc Corp	2002-09-11	2006-04-11	2006-04-11
US7027614	Hiding information to reduce or offset perceptible artifacts	Digimarc Corp	2004-04-12	2006-04-11	2006-04-11
US7027625	Fingerprint sensor with potential modulation of the ESD protective grating	Infineon Technologies AG	2003-09-08	2006-04-11	2006-04-11
US7027719	Catastrophic event-survivable video recorder system	Raytheon Co	2000-09-29	2006-04-11	2006-04-11
US7027800	Method and system of providing a service to a subscriber	Nokia Oy AB	2000-12-26	2006-04-11	2006-04-11
US7027813	System and method for home network determination in a mobile phone	Sony Mobile Communications AB	2002-09-30	2006-04-11	2006-04-11
US7027915	PERSONAL TRAFFIC CONGESTION AVOIDANCE SYTEM	Craine Dean A	2002-12-11	2006-04-11	2006-04-11
US7027999	METHOD OF AND APPARATUS FOR FORECASTING ITEM AVAILABILITY	FMS Inc	2001-04-06	2006-04-11	2006-04-11
US7028033	METHOD AND APPARATUS FOR SIMPLIFIED ACCESS TO ONLINE SERVICES	Hall Aluminum LLC	2001-01-02	2006-04-11	2006-04-11
US7028114	UNIVERSAL SERIAL BUS HUB WITH WIRELESS COMMUNICATION TO REMOTE PERIPHERAL DEVICES	Milan Henry	2000-08-04	2006-04-11	2006-04-11
US7028176	System for booting distributed processor architecture by loading boot software via ethernet to sub-unit after main unit is booted and released the sub-unit from reset	Nokia Oy AB	2003-05-22	2006-04-11	2006-04-11
US7028245	Even-load software Reed-Solomon decoder	Equator Technologies Inc	2001-08-21	2006-04-11	2006-04-11
US7028253	AGENT FOR INTEGRATED ANNOTATION AND RETRIEVAL OF IMAGES	Eastman Kodak Co	2000-10-10	2006-04-11	2006-04-11
US7029031	Method and device for detecting the position and the posture of a human body	Daimler AG	2003-07-08	2006-04-18	2006-04-18
US7029948	Electrical or electronic component and method of producing same	Koninklijke Philips NV	2002-10-09	2006-04-18	2006-04-18
US7029971	Thin film dielectrics for capacitors and methods of making thereof	North Carolina State University,E I Du Pont de Nemours and Co	2003-07-17	2006-04-18	2006-04-18
US7029982	Method of affecting RRAM characteristics by doping PCMO thin films	Sharp Laboratories of America Inc	2004-10-21	2006-04-18	2006-04-18
US7030446	Semiconductor switching devices	Tier Logic Inc	2004-08-06	2006-04-18	2006-04-18
US7030467	Method of deforming a pattern and semiconductor device formed by utilizing deformed pattern	NEC LCD Technologies Ltd	2004-02-17	2006-04-18	2006-04-18
US7030584	Controller arrangement	Andigilog Inc	2004-11-10	2006-04-18	2006-04-18
US7030648	High Performance Interconnect Architecture For Field Programmable Gate Arrays	STMicroelectronics Pvt Ltd	2003-12-18	2006-04-18	2006-04-18
US7030651	Programmable structured arrays	Tier Logic Inc	2003-12-04	2006-04-18	2006-04-18
US7030852	Liquid crystal display unit having incoming pixel data rearrangement circuit	NEC LCD Technologies Ltd	2002-04-16	2006-04-18	2006-04-18
US7030901	Methods And Apparatus For Removing NTSC Signals From A Digital Television Signal	SK Hynix Inc	2002-04-04	2006-04-18	2006-04-18
US7031030	IMAGE READING DEVICE ACTIVATED BY LIGHT INTERFERENCE	Mustek Systems Inc	2001-09-26	2006-04-18	2006-04-18
US7031034	ARTICULATING CAMERA FOR DIGITAL IMAGE ACQUISITION	Eastman Kodak Co	2001-09-21	2006-04-18	2006-04-18
US7031251	CLIPPING DISTORTION CANCELLER FOR OFDM SIGNALS	Hangjun Chen,Haimovich Alexander M	2004-02-03	2006-04-18	2006-04-18
US7031294	Baseband wireless network for isochronous communication	Pulse-LINK Inc	2001-09-07	2006-04-18	2006-04-18
US7031371	CDMA/TDMA communication method and apparatus for wireless communication using cyclic spreading codes	Lakkis Ismail A	2000-09-25	2006-04-18	2006-04-18
US7031555	PERCEPTUAL SIMILARITY IMAGE RETRIEVAL	piXlogic LLC	2003-02-28	2006-04-18	2006-04-18
US7031754	SHAPABLE ANTENNA BEAMS FOR CELLULAR NETWORKS	KATHREIN-Werke KG	2001-06-11	2006-04-18	2006-04-18
US7031940	Charge collecting system and program for controlling the same	Oki Electric Industry Co Ltd	2002-01-18	2006-04-18	2006-04-18
US7031952	KNOWLEDGE FILTER 	Knowledge Filter Inc	2000-10-05	2006-04-18	2006-04-18
US7031968	METHOD AND APPARATUS FOR PROVIDING WEB SITE PREVIEW INFORMATION 	Prev U Israel Ltd	2001-01-05	2006-04-18	2006-04-18
US7032025	METHOD AND APPARATUS FOR MONITORING AND TRANSFERRING A CLIENT FROM A LOW PRIORITY ACCESS NUMBER TO A HIGHER PRIORITY ACCESS NUMBER DURING ACTIVE INTERNET AND OTHER WAN CONNECTION-SESSIONS	SoundStarts Inc	2001-01-12	2006-04-18	2006-04-18
US7032158	SYSTEM AND METHOD FOR RECOGNIZING AND CONFIGURING DEVICES EMBEDDED ON MEMORY MODULES	Quickshift Inc	2001-04-23	2006-04-18	2006-04-18
US7032182	Graphical user interface adapted to allow scene content annotation of groups of pictures in a picture database to promote efficient database browsing	Eastman Kodak Co	2000-12-20	2006-04-18	2006-04-18
US7032816	Communication between machines and feed-forward control in event-based product manufacturing	Kimberly-Clark Worldwide Inc	2002-11-27	2006-04-25	2006-04-25
US7033861	Stacked module systems and method	Entorian Technologies LP	2005-05-18	2006-04-25	2006-04-25
US7033951	Process for forming pattern and method for producing liquid crystal display apparatus	NEC LCD Technologies Ltd	2002-02-15	2006-04-25	2006-04-25
US7034435	SAW device	Oki Electric Industry Co Ltd	2005-01-25	2006-04-25	2006-04-25
US7034613	ADAPTIVE PREDISTORTION FOR TRANSMIT SYSTEM WITH GAIN, PHASE AND DELAY ADJUSTMENTS	IceFyre Semiconductor Inc	2003-08-13	2006-04-25	2006-04-25
US7034691	Adaptive communication methods and systems for facilitating the gathering, distribution and delivery of information related to medical care	SolveTech Corp	2002-01-25	2006-04-25	2006-04-25
US7034716	Passive real-time vehicle classification system utilizing unattended ground sensors	BAE Systems Information and Electronic Systems Integration Inc	2003-09-25	2006-04-25	2006-04-25
US7034727	BANDPASS SIGMA-DELTA MODULATOR	National University of Singapore	2004-06-16	2006-04-25	2006-04-25
US7034843	Method And System For Adaptive Color And Contrast For Display Devices	Genesis Microchip Inc	2004-05-18	2006-04-25	2006-04-25
US7034880	System and camera for transferring digital images to a service provider	Eastman Kodak Co	2000-11-20	2006-04-25	2006-04-25
US7034965	METHOD AND SYSTEM FOR AUTOMATIC SCANNING SYSTEM	Veutron Corp	2001-10-16	2006-04-25	2006-04-25
US7035089	Portable electronic device with hidden keyboard	Lite On Technology Corp	2004-05-20	2006-04-25	2006-04-25
US7035231	Method for controlling outer loop power in a WCDMA system	ZTE Corp	2001-04-23	2006-04-25	2006-04-25
US7035246	Maintaining a global time reference among a group of networked devices	Pulse-LINK Inc	2001-03-13	2006-04-25	2006-04-25
US7035460	METHOD FOR CONSTRUCTING AN EXTENDED COLOR GAMUT DIGITAL IMAGE FROM A LIMITED COLOR GAMUT DIGITAL IMAGE 	Eastman Kodak Co	2002-05-31	2006-04-25	2006-04-25
US7035461	Method for detecting objects in digital images	Eastman Kodak Co	2002-08-22	2006-04-25	2006-04-25
US7035462	Apparatus and method for processing digital images having eye color defects	Eastman Kodak Co	2002-08-29	2006-04-25	2006-04-25
US7035467	METHOD AND SYSTEM FOR PROCESSING IMAGES FOR THEMED IMAGING SERVICES	Eastman Kodak Co	2002-01-09	2006-04-25	2006-04-25
US7035468	Methods and apparatus for archiving, indexing and accessing audio and video data	Front Porch Digital Inc	2001-04-20	2006-04-25	2006-04-25
US7035534	PHOTOGRAPHIC LIGHTMETER-REMOTE, SYSTEM, AND METHOD	Eastman Kodak Co	2004-06-16	2006-04-25	2006-04-25
US7035652	Wireless communication structures and methods with enhanced range and performance	Calamp Corp	2004-01-23	2006-04-25	2006-04-25
US7035742	Apparatus and method for characterizing an information signal	Fraunhofer Gesellschaft zur Forderung der Angewandten Forschung	2004-09-23	2006-04-25	2006-04-25
US7035839	DOCUMENT MANAGEMENT EXTENSION SOFTWARE	David Gillespie,Frank Stranges	1999-03-24	2006-04-25	2006-04-25
US7035872	Recurrent billing maintenance system	American Express Travel Related Services Co Inc	2001-05-25	2006-04-25	2006-04-25
US7035875	METHOD OF USING MULDI-MEDIA INFORMATION, SYSTEM AND PROGRAM RECORDING MEDIUM THEREFOR	Japan Science and Technology Agency	2001-06-01	2006-04-25	2006-04-25
US7035894	Method For Retransmitting Data Efficiently In Mobile Communication System	UTStarcom Inc	2001-04-10	2006-04-25	2006-04-25
US7036081	SYSTEM AND METHOD FOR ANNOTATING AND CAPTURING CHART DATA 	Maquis Techtrix LLC	2001-04-30	2006-04-25	2006-04-25
US7036085	Graphic-information flow method and system for visually analyzing patterns and relationships	Barbara L. Barros	2001-10-22	2006-04-25	2006-04-25
US7036093	User interface for exploring a graph of information	Groxis Inc	2001-06-05	2006-04-25	2006-04-25
US7036207	Stator assembly made from a plurality of toroidal core segments and motor using same	Encap Motor Corp	2001-03-02	2006-05-02	2006-05-02
US7036784	Apparatus for holding drink containers	Daimler AG	2002-07-26	2006-05-02	2006-05-02
US7037073	Cooling fan with a light-emitting device	Cooler Master Co Ltd	2004-07-16	2006-05-02	2006-05-02
US7037766	Method of fabricating an active matrix substrate for liquid crystal display utilizing interconnection lines formed from multilayered films that include an aluminum-neodymium alloy layer	NEC LCD Technologies Ltd	2004-03-04	2006-05-02	2006-05-02
US7038483	System and method for measuring transistor leakage current with a ring oscillator	Transmeta Corp	2005-03-01	2006-05-02	2006-05-02
US7038714	Printing system and method having a digital printer that uses a digital camera image display	Eastman Kodak Co	2000-05-16	2006-05-02	2006-05-02
US7038751	Liquid crystal display and the manufacturing method thereof	Chunghwa Picture Tubes Ltd	2003-09-23	2006-05-02	2006-05-02
US7038819	DEPTH OF FIELD ADJUSTMENT DEVICE AND METHOD FOR AN AUTOMATIC DOCUMENT FEEDER	Po-Hua Fang,Shu-Ya Chiang	2001-11-13	2006-05-02	2006-05-02
US7038936	Reading circuit for reading a memory cell	Koninklijke Philips NV	2003-01-20	2006-05-02	2006-05-02
US7038964	Access to a common memory in which a priority access to a non-active bank is prepared during a non-priority access to a different bank	Koninklijke Philips NV	2002-05-21	2006-05-02	2006-05-02
US7039034	SYSTEM, METHOD AND COMPUTER PROGRAM PRODUCT FOR PROVIDING AN IP DATALINK MULTIPLEXER 	Network Resonance Inc	2001-05-18	2006-05-02	2006-05-02
US7039136	Interference cancellation in a signal	TensorComm Inc	2004-01-23	2006-05-02	2006-05-02
US7039214	Embedding watermark components during separate printing stages	Digimarc Corp	2002-06-14	2006-05-02	2006-05-02
US7039222	Method and system for enhancing portrait images that are processed in a batch mode	Eastman Kodak Co	2003-02-28	2006-05-02	2006-05-02
US7039224	METHOD AND DEVICE FOR PREVENTING FALSE ACCEPTANCE OF LATENT FINGERPRINT IMAGES	Activcard Ireland Ltd	2002-04-29	2006-05-02	2006-05-02
US7039239	METHOD FOR IMAGE REGIONS CLASSIFICATION USING UNSUPERVISED AND SUPERVISED LEARNING	Eastman Kodak Co	2002-02-07	2006-05-02	2006-05-02
US7039441	HIGH SPEED FIXED WIRELESS VOICE/DATA SYSTEMS AND METHODS	KATHREIN-Werke KG	1999-10-19	2006-05-02	2006-05-02
US7039511	Vehicle electrical installation configuration system	Daimler AG	2000-04-27	2006-05-02	2006-05-02
US7039654	Automated bot development system	Asset Trust Inc	2002-09-12	2006-05-02	2006-05-02
US7039670	MASSIVELY DISTRIBUTED PROCESSING SYSTEM WITH MODULAR CLIENT AGENT AND ASSOCIATED METHOD	United Devices Inc	2002-06-12	2006-05-02	2006-05-02
US7039722	METHOD AND APPARATUS FOR TRANSLATING WEB ADDRESSES AND USING NUMERICALLY ENTERED WEB ADDRESSES	Fuisz Richard C,Fuisz Joseph M	2000-11-13	2006-05-02	2006-05-02
US7039792	Method and system for implementing a floating point compare using recorded flags	Transmeta Corp	2003-06-25	2006-05-02	2006-05-02
US7039844	Integrated circuit with self-testing circuit	Koninklijke Philips NV	2003-01-14	2006-05-02	2006-05-02
US7039851	Method of and apparatus for correcting errors in data packet flow streams as in closed ring sequential address generators and the like without data flow stream interruption	Axiowave Networks Inc	2002-06-08	2006-05-02	2006-05-02
US7039940	METHOD AND SYSTEM FOR DISTRIBUTING VIDEO CONTENT OVER A NETWORK 	Clay Alan Weatherford	2001-09-04	2006-05-02	2006-05-02
US7041160	Solubility additive for ink compositions	Kimberly-Clark Worldwide Inc	2003-12-15	2006-05-09	2006-05-09
US7041522	Color liquid crystal display device and manufacturing method of the same	NEC LCD Technologies Ltd	2005-01-04	2006-05-09	2006-05-09
US7042066	Dual-trench isolated crosspoint memory array	Sharp Laboratories of America Inc	2005-01-19	2006-05-09	2006-05-09
US7042203	DC-DC converter	Koninklijke Philips NV	2003-05-27	2006-05-09	2006-05-09
US7042208	VOLTAGE ISOLATION BUFFER WITH AC COUPLED AND DC COUPLED HALL EFFECT MAGNETIC FIELD SENSORS	Harris Larry L	2005-03-07	2006-05-09	2006-05-09
US7042470	Using embedded steganographic identifiers in segmented areas of geographic images and characteristics corresponding to imagery data derived from aerial platforms	Digimarc Corp	2001-10-23	2006-05-09	2006-05-09
US7042601	Image scanning module in modulized configuration	Lite On Technology Corp	2002-01-02	2006-05-09	2006-05-09
US7042746	Method and apparatus for performing variable word width searches in a content addressable memory	Conversant Intellectual Property Management Inc	2004-07-30	2006-05-09	2006-05-09
US7042756	Configurable storage device	Tier Logic Inc	2003-10-14	2006-05-09	2006-05-09
US7042897	MEDIUM ACCESS CONTROL LAYER PROTOCOL IN A DISTRIBUTED ENVIRONMENT 	Arcwave Inc	2001-04-05	2006-05-09	2006-05-09
US7042927	PSEUDO-NOISE CARRIER SUPPRESSION/IMAGE REJECTION UP AND DOWN CONVERTERS	IceFyre Semiconductor Corp	2002-03-11	2006-05-09	2006-05-09
US7042997	Passive call blocking method and apparatus	Persona Software Inc	2001-07-30	2006-05-09	2006-05-09
US7043048	Capturing and encoding unique user attributes in media signals	Digimarc Corp	2000-06-01	2006-05-09	2006-05-09
US7043090	ENHANCING THE TONAL CHARACTERISTICS OF DIGITAL IMAGES USING EXPANSIVE AND COMPRESSIVE TONE SCALE FUNCTIONS	Eastman Kodak Co	2002-10-02	2006-05-09	2006-05-09
